T,TM,Tm,H,VV,V,VM,PM2.5,nan
25.3,30.4,21.2,69.0,6.6,8.7,11.1,78.54166666666667,nan
26.0,32.0,21.4,61.0,6.9,5.7,7.6,49.125,nan
26.6,33.0,21.4,60.0,6.9,4.3,5.4,83.21052631578948,nan
27.4,33.6,22.2,58.0,7.7,2.4,3.5,79.0,nan
24.9,31.3,21.1,75.0,6.9,5.9,9.4,233.26315789473685,nan
25.4,30.6,21.8,69.0,6.9,5.2,7.6,143.1578947368421,nan
25.5,30.8,20.8,64.0,6.9,6.9,14.8,233.9333333333333,nan
23.1,27.5,20.8,81.0,6.9,6.3,11.1,117.17391304347828,nan
22.6,27.5,20.3,82.0,6.9,5.2,9.4,66.13636363636364,nan
22.7,28.6,19.9,83.0,6.9,5.6,7.6,71.0,nan
23.6,27.1,20.3,76.0,6.6,8.7,14.8,269.9166666666667,nan
23.0,26.6,21.0,80.0,5.8,9.6,14.8,162.25,nan
24.0,28.5,20.6,74.0,9.2,7.6,16.5,249.68421052631575,nan
23.3,28.4,20.0,77.0,6.3,6.7,11.1,226.41176470588235,nan
23.9,28.9,21.0,74.0,6.3,11.1,14.8,159.0,nan
23.2,28.0,21.4,81.0,6.6,7.4,14.8,198.2,nan
24.1,29.4,20.4,78.0,6.9,6.3,7.6,47.375,nan
23.4,28.4,21.0,79.0,6.6,5.7,9.4,38.16666666666666,nan
23.7,27.7,21.0,75.0,6.9,9.4,13.0,42.54166666666666,nan
22.9,28.4,20.5,85.0,5.5,7.6,11.1,27.363636363636363,nan
23.1,27.4,20.4,81.0,5.5,7.8,11.1,45.833333333333336,nan
23.2,28.2,21.0,81.0,5.5,7.4,14.8,33.708333333333336,nan
23.6,27.8,20.8,73.0,8.2,7.2,11.1,26.416666666666668,nan
22.8,28.4,20.7,83.0,6.3,6.9,11.1,30.666666666666668,nan
23.6,29.2,20.2,79.0,6.9,6.9,9.4,29.95833333333333,nan
22.8,28.0,20.4,84.0,6.9,5.2,9.4,23.875,nan
23.1,29.3,20.0,81.0,5.8,5.0,7.6,22.33333333333333,nan
24.1,29.5,20.0,74.0,9.2,4.4,5.4,25.08333333333333,nan
24.1,28.8,20.2,83.0,6.9,2.2,7.6,66.79166666666667,nan
24.7,30.8,20.7,80.0,6.9,0.9,3.5,64.875,nan
25.4,30.8,20.4,78.0,6.9,0.9,3.5,47.583333333333336,nan
23.7,29.6,20.5,79.0,6.9,6.7,9.4,42.31578947368421,nan
23.2,28.0,20.2,75.0,6.9,8.0,9.4,43.04166666666666,nan
21.8,28.0,20.1,85.0,5.5,7.2,9.4,38.41666666666666,nan
22.6,27.4,19.8,79.0,6.9,7.8,9.4,49.29166666666666,nan
22.7,27.4,20.4,80.0,6.9,7.2,9.4,19.541666666666668,nan
22.5,27.2,20.0,84.0,6.9,5.6,9.4,22.83333333333333,nan
23.1,26.8,19.7,79.0,7.7,6.7,9.4,25.347826086956523,nan
23.3,28.7,20.3,77.0,6.9,6.3,9.4,74.66666666666667,nan
23.2,28.9,19.8,71.0,6.3,9.1,11.1,41.875,nan
24.0,29.9,19.1,69.0,6.9,7.8,11.1,50.583333333333336,nan
24.3,30.3,20.5,67.0,8.5,5.2,7.6,58.125,nan
23.4,29.9,20.6,74.0,6.9,5.0,9.4,57.29166666666666,nan
23.9,29.4,21.0,73.0,6.3,7.0,14.8,38.25,nan
23.4,27.8,20.6,79.0,6.9,5.9,9.4,47.41666666666666,nan
23.7,27.8,20.1,74.0,7.4,5.9,7.6,56.91666666666666,nan
24.2,28.3,20.0,72.0,6.6,2.8,5.4,54.625,nan
23.9,31.1,20.1,78.0,6.9,1.3,3.5,45.958333333333336,nan
24.2,31.1,19.9,81.0,6.9,1.9,5.4,52.25,nan
24.8,30.0,20.0,72.0,9.2,3.5,5.4,43.333333333333336,nan
24.7,29.9,20.7,69.0,7.7,2.2,3.5,62.9375,nan
25.4,30.7,19.8,64.0,6.9,2.2,3.5,0.0,nan
25.3,30.7,20.8,76.0,7.4,0.6,3.5,0.0,nan
23.6,30.4,19.6,79.0,6.9,2.8,5.4,91.5,nan
22.6,30.4,19.1,84.0,6.9,1.9,3.5,70.70833333333333,nan
23.6,29.9,19.3,83.0,6.8,1.9,3.5,51.79166666666666,nan
24.4,30.0,20.8,67.0,9.2,5.0,9.4,0.0,nan
25.4,30.3,21.2,66.0,8.2,2.6,5.4,21.384615384615383,nan
24.0,30.3,21.1,75.0,9.2,3.9,7.6,13.0,nan
21.6,24.3,19.8,86.0,5.5,3.1,3.5,156.25,nan
22.0,25.4,20.2,82.0,6.3,3.1,5.4,178.28571428571428,nan
22.7,26.8,20.4,76.0,9.2,3.3,5.4,158.3913043478261,nan
22.0,27.5,20.4,89.0,5.5,3.1,3.5,252.625,nan
22.4,27.5,19.8,87.0,6.3,3.1,3.5,119.41666666666669,nan
21.9,27.3,19.8,90.0,6.3,3.0,5.4,126.0,nan
22.0,28.4,17.5,70.0,6.3,1.3,3.5,232.33333333333331,nan
23.2,28.2,20.0,72.0,6.9,2.2,3.5,215.54166666666663,nan
22.8,27.6,19.8,74.0,6.9,2.0,5.4,239.41666666666663,nan
21.4,27.6,18.4,71.0,6.3,0.9,3.5,196.54166666666663,nan
23.2,29.4,17.9,58.0,6.3,2.0,5.4,232.54166666666663,nan
23.0,29.5,18.8,59.0,6.3,0.4,3.5,185.5,nan
23.2,29.5,18.8,63.0,6.3,0.9,3.5,282.1666666666667,nan
20.2,27.4,19.6,94.0,4.0,3.5,3.5,268.8695652173913,nan
21.4,24.6,20.2,91.0,5.5,3.7,7.6,166.875,nan
21.9,27.4,18.0,80.0,6.3,2.8,5.4,135.16666666666666,nan
22.1,28.1,17.4,71.0,6.6,2.8,3.5,220.65217391304347,nan
21.8,28.0,18.3,70.0,9.2,2.8,3.5,215.5,nan
22.2,28.8,17.1,68.0,6.3,0.4,3.5,223.375,nan
21.2,26.7,18.0,68.0,6.9,2.4,5.4,135.58333333333334,nan
21.4,27.4,15.8,64.0,6.3,1.1,5.4,152.04166666666666,nan
21.7,29.2,16.5,60.0,8.2,1.9,3.5,212.125,nan
22.3,28.2,16.6,50.0,6.6,1.9,5.4,70.0625,nan
21.3,28.2,17.0,60.0,6.9,0.9,3.5,91.75,nan
21.1,29.0,15.3,55.0,8.0,0.4,3.5,104.2608695652174,nan
21.9,28.6,17.6,72.0,6.3,3.0,9.4,119.70833333333331,nan
22.8,29.2,18.4,77.0,6.3,1.9,3.5,110.875,nan
23.3,29.3,19.8,74.0,5.6,2.8,3.5,200.33333333333331,nan
21.6,26.6,18.2,76.0,6.3,2.4,5.4,203.58333333333331,nan
21.6,26.4,19.6,83.0,6.9,1.3,3.5,60.2,nan
23.1,28.8,19.1,74.0,6.9,2.8,3.5,97.85714285714286,nan
21.1,25.2,18.8,78.0,5.5,3.1,3.5,349.2916666666667,nan
21.4,28.0,17.6,71.0,6.3,1.9,5.4,188.04166666666663,nan
21.1,28.3,17.1,74.0,7.7,0.9,3.5,310.25,nan
20.0,28.4,15.8,65.0,6.3,1.9,3.5,258.1578947368421,nan
20.1,27.3,14.2,56.0,9.2,1.3,3.5,223.25,nan
20.8,27.4,13.9,58.0,7.7,2.0,5.4,248.95833333333331,nan
22.3,29.5,19.2,77.0,6.3,0.9,3.5,276.4,nan
22.2,29.2,17.6,71.0,5.5,1.9,7.6,146.79166666666666,nan
22.1,29.2,18.7,76.0,6.0,1.3,3.5,113.875,nan
21.9,28.6,17.4,60.0,6.9,0.4,3.5,227.0,nan
22.1,28.6,17.6,71.0,6.3,0.6,3.5,231.25,nan
21.6,27.6,18.5,72.0,6.3,1.9,3.5,272.125,nan
19.4,27.1,13.7,60.0,8.5,0.9,3.5,228.79166666666663,nan
19.4,27.1,13.7,67.0,6.0,0.2,1.9,200.875,nan
20.1,27.1,14.7,63.0,6.3,2.8,7.6,214.04166666666663,nan
21.3,28.2,15.4,61.0,8.5,3.3,5.4,217.25,nan
20.9,28.2,15.6,63.0,6.3,3.0,5.4,212.45833333333331,nan
21.0,27.4,15.5,61.0,6.3,4.8,7.6,202.66666666666663,nan
22.1,29.4,17.0,59.0,7.7,3.3,5.4,138.79166666666666,nan
21.3,28.4,15.6,57.0,7.7,4.6,7.6,153.08333333333334,nan
21.4,27.9,16.0,60.0,6.3,4.1,9.4,159.70833333333334,nan
22.8,30.2,16.6,51.0,6.3,3.9,9.4,151.875,nan
21.9,30.2,16.2,53.0,6.3,3.7,7.6,224.79166666666663,nan
21.2,29.3,16.4,63.0,6.3,5.2,9.4,185.34782608695653,nan
21.4,28.6,15.0,58.0,6.3,3.9,9.4,149.625,nan
22.3,30.2,16.3,48.0,6.3,4.1,5.4,161.16666666666666,nan
22.7,30.6,15.7,50.0,6.3,3.7,9.4,136.75,nan
22.2,30.6,15.5,54.0,6.3,3.3,5.4,76.375,nan
24.0,32.0,17.7,50.0,6.9,1.3,3.5,120.20833333333331,nan
24.7,32.7,17.9,43.0,6.3,0.9,3.5,137.125,nan
24.9,33.0,16.5,32.0,6.3,0.9,3.5,197.08333333333331,nan
24.5,33.1,18.6,39.0,6.3,1.9,3.5,166.375,nan
24.2,32.1,16.9,37.0,6.9,3.3,11.1,126.58333333333331,nan
23.7,31.7,17.3,41.0,6.9,3.1,5.4,94.91666666666669,nan
24.6,32.4,17.0,27.0,6.9,0.9,3.5,133.95833333333334,nan
25.6,33.5,17.2,42.0,6.9,2.2,5.4,69.25,nan
26.1,33.6,20.1,46.0,6.9,3.5,5.4,82.73913043478261,nan
25.2,32.6,20.8,62.0,6.9,3.7,7.6,94.875,nan
25.8,32.6,21.4,62.0,6.9,2.2,3.5,32.666666666666664,nan
23.4,32.4,19.9,77.0,6.3,1.9,3.5,61.125,nan
25.8,31.4,21.3,63.0,6.6,2.6,5.4,49.583333333333336,nan
25.3,31.5,20.1,59.0,6.9,3.3,5.4,34.916666666666664,nan
24.5,31.5,19.6,65.0,6.9,2.2,3.5,47.5,nan
24.5,31.2,18.6,54.0,6.9,3.9,5.4,128.83333333333334,nan
25.1,32.7,18.4,48.0,6.9,1.9,3.5,56.333333333333336,nan
25.8,32.7,20.4,55.0,6.9,3.0,5.4,20.291666666666668,nan
26.5,35.1,19.6,44.0,6.9,2.2,5.4,59.16666666666666,nan
26.9,34.7,19.5,25.0,6.9,2.0,5.4,83.83333333333333,nan
27.9,35.8,22.3,43.0,6.3,3.0,5.4,101.375,nan
27.0,34.5,21.0,47.0,6.3,2.8,3.5,109.75,nan
26.3,34.5,19.9,46.0,6.3,2.2,3.5,42.91666666666666,nan
26.5,33.8,22.3,58.0,6.9,1.9,3.5,47.25,nan
26.9,33.4,21.6,56.0,6.9,2.2,3.5,81.20833333333333,nan
27.9,35.1,22.4,53.0,6.9,2.4,5.4,52.29166666666666,nan
28.0,35.1,22.8,54.0,6.9,2.8,3.5,28.45833333333333,nan
28.9,35.5,22.7,52.0,6.9,1.5,7.6,49.5,nan
28.2,35.5,24.1,55.0,6.9,3.1,3.5,75.16666666666667,nan
28.1,35.0,23.0,54.0,6.9,4.1,9.4,53.125,nan
21.3,29.0,18.8,77.0,6.3,1.3,3.5,54.708333333333336,nan
23.2,30.5,18.1,71.0,6.9,0.7,5.4,52.625,nan
23.2,30.5,19.8,80.0,6.3,1.5,7.6,51.375,nan
26.6,32.3,21.9,62.0,6.9,1.3,3.5,92.91666666666669,nan
26.8,32.3,21.7,63.0,6.9,0.4,3.5,80.20833333333333,nan
23.9,33.4,19.8,70.0,6.6,4.3,22.2,71.66666666666667,nan
23.7,31.3,19.2,70.0,6.3,0.4,3.5,31.83333333333333,nan
25.5,31.1,20.8,68.0,6.9,1.3,3.5,47.66666666666666,nan
26.8,33.8,20.1,61.0,6.9,1.9,3.5,48.125,nan
24.5,33.8,20.4,73.0,6.9,2.2,7.6,56.25,nan
25.7,33.3,20.0,65.0,6.9,1.9,7.6,103.41666666666669,nan
26.6,30.8,22.2,68.0,6.9,1.3,3.5,76.875,nan
27.7,33.4,22.2,61.0,6.9,2.0,5.4,86.375,nan
25.9,33.4,23.3,62.0,6.0,3.1,7.6,77.70833333333333,nan
24.2,32.0,21.9,71.0,6.9,0.2,1.9,48.5,nan
24.9,29.6,21.6,71.0,6.9,1.9,3.5,55.083333333333336,nan
24.9,31.2,22.2,77.0,6.3,3.1,7.6,67.45833333333333,nan
24.8,32.0,20.2,78.0,6.3,4.6,11.1,34.84615384615385,nan
26.3,33.0,19.1,76.0,6.9,5.2,7.6,61.5,nan
26.6,33.0,22.5,75.0,6.9,7.6,18.3,71.91304347826087,nan
27.3,33.3,22.3,63.0,6.3,5.6,9.4,77.375,nan
27.1,33.0,22.3,66.0,6.3,5.2,9.4,63.91666666666666,nan
25.2,32.2,19.2,72.0,6.9,6.5,9.4,63.66666666666666,nan
24.2,32.2,19.9,81.0,6.6,5.4,9.4,66.3913043478261,nan
24.3,31.0,19.9,77.0,6.6,3.7,7.6,25.45833333333333,nan
24.5,31.0,20.7,78.0,6.9,4.8,7.6,20.75,nan
24.6,30.5,21.2,81.0,6.9,2.4,5.4,40.5,nan
26.2,32.0,21.6,65.0,6.9,7.4,14.8,64.83333333333333,nan
25.4,31.2,21.3,72.0,6.9,7.8,14.8,63.0,nan
24.7,31.2,21.2,76.0,6.9,6.3,9.4,73.83333333333333,nan
23.7,29.7,20.5,80.0,6.9,5.0,7.6,31.875,nan
22.6,29.7,20.1,84.0,6.9,5.7,11.1,54.958333333333336,nan
24.1,29.0,19.8,72.0,5.8,5.4,11.1,77.75,nan
23.1,27.4,21.2,83.0,5.5,8.1,14.8,75.33333333333333,nan
23.2,28.3,20.8,80.0,6.3,12.0,16.5,32.583333333333336,nan
22.7,28.3,20.6,85.0,5.5,6.9,11.1,28.375,nan
24.5,30.6,21.1,78.0,6.9,8.3,11.1,28.541666666666668,nan
23.7,30.6,21.4,81.0,6.9,8.9,11.1,51.04166666666666,nan
24.1,29.0,20.4,76.0,6.9,12.2,18.3,40.0,nan
24.6,30.7,20.6,71.0,6.9,5.2,7.6,37.583333333333336,nan
24.2,30.3,20.4,75.0,6.3,8.1,14.8,37.625,nan
24.6,30.2,20.4,76.0,6.3,5.7,7.6,34.375,nan
23.7,30.7,19.3,74.0,6.9,6.9,11.1,42.29166666666666,nan
23.8,30.6,20.2,76.0,6.9,6.7,14.8,45.66666666666666,nan
24.0,29.2,20.8,78.0,6.3,6.9,11.1,40.625,nan
25.4,31.6,20.8,71.0,6.9,6.5,11.1,26.875,nan
25.2,31.6,21.4,73.0,6.9,6.5,11.1,30.70833333333333,nan
23.9,30.0,21.2,77.0,6.9,7.8,11.1,30.625,nan
21.8,29.8,20.0,86.0,4.8,8.1,14.8,43.04166666666666,nan
22.6,29.0,18.8,84.0,5.3,6.1,9.4,27.41176470588235,nan
22.4,29.0,20.1,88.0,5.5,4.3,9.4,25.25,nan
23.2,28.1,20.1,83.0,6.9,6.1,11.1,0.0,nan
23.3,27.8,20.4,79.0,6.9,6.3,9.4,0.0,nan
23.4,28.0,20.8,79.0,5.5,8.3,11.1,7.25,nan
23.9,29.9,20.0,76.0,6.9,5.0,7.6,16.043478260869566,nan
23.7,30.3,20.6,76.0,6.9,5.2,7.6,19.83333333333333,nan
24.0,30.3,20.6,75.0,6.9,6.5,9.4,25.791666666666668,nan
23.6,28.8,21.0,77.0,6.3,5.9,11.1,22.70833333333333,nan
22.6,29.3,20.3,83.0,5.5,5.7,9.4,31.33333333333333,nan
23.6,28.5,20.4,79.0,6.3,6.1,7.6,47.41666666666666,nan
23.3,28.5,20.6,80.0,6.9,3.7,7.6,33.791666666666664,nan
23.4,27.6,20.0,83.0,6.9,5.6,9.4,42.59090909090909,nan
24.6,29.4,20.7,77.0,6.3,4.8,9.4,41.708333333333336,nan
25.2,31.1,20.5,72.0,6.9,5.2,9.4,28.75,nan
25.6,31.2,22.3,79.0,6.9,3.3,5.4,12.782608695652174,nan
25.3,31.6,22.4,74.0,6.3,3.9,9.4,14.5,nan
23.4,31.6,21.0,80.0,6.9,3.3,11.1,23.916666666666668,nan
24.4,29.6,19.7,67.0,6.9,3.1,7.6,27.375,nan
23.8,30.1,19.6,71.0,6.3,3.9,7.6,29.20833333333333,nan
22.5,30.1,20.3,86.0,6.3,4.6,7.6,36.5,nan
25.1,29.7,20.8,69.0,6.9,4.3,5.4,27.83333333333333,nan
25.5,31.0,21.1,66.0,7.7,3.1,5.4,44.125,nan
25.4,31.0,21.6,67.0,6.9,2.8,5.4,62.25,nan
25.7,31.7,22.0,70.0,6.6,2.0,3.5,60.125,nan
22.4,30.8,20.0,87.0,6.0,3.0,5.4,34.666666666666664,nan
23.0,28.5,19.8,82.0,6.9,5.9,7.6,39.208333333333336,nan
22.9,27.6,20.5,82.0,6.9,5.6,9.4,38.708333333333336,nan
23.7,29.7,19.3,75.0,7.7,5.6,9.4,69.95833333333333,nan
23.5,29.7,19.4,76.0,6.3,7.8,11.1,98.47826086956522,nan
23.1,28.0,19.3,75.0,6.3,9.4,18.3,85.75,nan
24.2,29.4,20.2,76.0,6.3,3.7,11.1,51.66666666666666,nan
22.9,29.4,20.4,83.0,5.5,6.3,11.1,39.41666666666666,nan
23.6,29.4,19.2,77.0,6.9,2.8,7.6,23.95833333333333,nan
24.3,33.2,18.7,76.0,6.9,1.3,3.5,43.5,nan
23.2,30.3,20.0,82.0,6.9,2.2,5.4,50.41666666666666,nan
23.8,31.6,20.2,78.0,6.0,2.4,5.4,55.708333333333336,nan
24.5,30.0,21.0,77.0,6.9,2.0,5.4,57.125,nan
24.6,30.0,21.7,78.0,6.3,3.5,5.4,69.375,nan
24.7,29.8,21.3,77.0,6.9,3.9,9.4,65.375,nan
24.2,30.2,20.3,79.0,6.9,3.9,9.4,112.29166666666669,nan
24.0,30.2,20.9,77.0,6.9,3.5,5.4,97.70833333333331,nan
24.3,29.4,20.6,75.0,6.9,7.2,11.1,80.70833333333333,nan
25.1,31.0,21.2,62.0,6.9,1.9,3.5,81.625,nan
25.1,32.1,19.6,52.0,6.9,2.2,3.5,65.375,nan
25.2,32.1,19.7,59.0,6.9,0.7,3.5,84.375,nan
25.6,31.8,20.6,62.0,6.9,3.5,5.4,148.1304347826087,nan
25.5,31.4,21.5,63.0,5.5,2.0,5.4,153.375,nan
24.9,30.6,21.4,61.0,6.3,2.0,5.4,162.875,nan
24.2,31.8,17.8,60.0,6.3,3.5,5.4,0.0,nan
24.4,29.8,20.0,62.0,6.9,3.0,5.4,78.93333333333334,nan
24.4,29.6,20.6,67.0,6.9,0.9,3.5,107.33333333333331,nan
24.7,30.8,20.6,72.0,7.7,1.3,3.5,273.625,nan
23.1,30.9,20.0,83.0,5.5,1.1,5.4,185.08333333333331,nan
21.8,30.9,19.5,87.0,6.3,1.5,5.4,260.3478260869565,nan
23.7,28.5,20.8,69.0,6.6,1.5,3.5,365.75,nan
23.0,28.5,19.3,76.0,6.3,0.9,3.5,241.875,nan
20.2,27.3,18.4,92.0,4.0,3.5,5.4,184.56521739130437,nan
19.3,24.6,17.0,88.0,6.3,0.7,3.5,353.0416666666667,nan
20.2,24.8,16.1,75.0,5.5,0.9,3.5,257.4166666666667,nan
19.1,24.8,17.7,89.0,4.0,2.0,5.4,204.75,nan
21.7,24.6,19.5,90.0,4.0,1.9,3.5,207.83333333333331,nan
22.0,26.4,19.8,87.0,5.8,2.2,5.4,268.1666666666667,nan
21.9,26.4,19.6,85.0,6.9,2.0,5.4,278.3333333333333,nan
21.4,27.5,17.5,66.0,6.9,0.2,1.9,157.5,nan
22.7,28.9,18.6,64.0,6.9,1.3,3.5,200.5,nan
21.1,23.8,19.8,91.0,6.3,0.7,5.4,212.125,nan
21.0,23.9,19.6,93.0,6.3,0.9,3.5,190.5,nan
21.5,24.9,18.9,87.0,6.9,0.9,3.5,236.41666666666663,nan
22.3,28.7,17.5,70.0,6.3,1.3,5.4,286.375,nan
21.5,28.7,17.0,68.0,6.3,2.2,5.4,288.0833333333333,nan
21.4,28.2,18.4,83.0,5.8,1.1,3.5,302.4583333333333,nan
24.1,30.9,20.4,70.0,6.9,2.0,5.4,163.0,nan
23.6,30.9,19.6,79.0,6.3,2.8,5.4,161.375,nan
23.3,29.9,20.0,71.0,6.3,1.9,3.5,157.375,nan
22.4,28.3,18.9,71.0,6.3,2.2,5.4,245.91666666666663,nan
22.2,28.4,18.8,73.0,6.9,1.9,5.4,264.5833333333333,nan
22.2,28.8,18.3,65.0,6.9,2.4,5.4,253.29166666666663,nan
21.8,29.3,16.3,65.0,6.3,1.5,3.5,181.20833333333331,nan
21.8,28.2,18.2,67.0,6.0,2.4,5.4,210.875,nan
21.8,27.7,17.9,72.0,5.3,2.8,5.4,255.33333333333331,nan
20.1,28.4,15.7,54.0,6.0,3.0,5.4,284.7958333333333,nan
