T,TM,Tm,H,VV,V,VM,PM2.5,nan
20.8,28.3,12.9,45.0,6.3,1.1,5.4,239.69545454545457,nan
21.4,29.0,13.7,45.0,6.3,0.4,3.5,182.1875,nan
21.0,28.7,17.0,65.0,6.3,3.1,5.4,264.06428571428575,nan
20.4,27.6,16.2,61.0,5.5,1.3,5.4,223.20833333333331,nan
20.7,28.4,15.1,47.0,6.3,0.9,3.5,200.64583333333337,nan
20.3,28.5,15.7,51.0,6.3,0.7,3.5,285.225,nan
21.1,27.2,15.0,51.0,6.3,3.5,5.4,334.3411764705882,nan
20.6,28.2,15.2,58.0,6.3,3.1,5.4,276.90833333333336,nan
21.4,28.4,17.8,73.0,4.8,3.0,5.4,108.0,nan
21.2,25.9,19.4,88.0,4.0,1.3,3.5,107.625,nan
22.6,27.4,19.0,78.0,5.3,2.8,7.6,125.89166666666668,nan
22.9,29.2,18.5,70.0,5.5,2.6,7.6,181.01250000000005,nan
23.1,28.9,18.9,68.0,6.3,0.9,3.5,152.55416666666667,nan
23.4,29.3,19.0,66.0,4.8,1.1,3.5,152.32083333333335,nan
23.1,30.7,16.4,43.0,6.3,1.5,5.4,319.7375,nan
23.3,31.4,16.4,36.0,6.9,0.9,3.5,332.7083333333333,nan
23.7,31.9,16.3,35.0,6.9,0.9,3.5,279.6,nan
23.6,32.2,16.2,44.0,6.3,1.5,5.4,179.11666666666667,nan
23.2,31.2,17.3,61.0,5.6,1.1,3.5,54.79166666666666,nan
25.2,30.5,19.2,50.0,6.9,1.5,37.0,93.375,nan
24.3,31.7,18.6,50.0,6.3,0.4,3.5,103.0,nan
24.8,31.9,19.5,49.0,5.5,2.4,3.5,132.20833333333334,nan
24.0,32.1,19.0,48.0,6.3,2.2,5.4,127.70833333333331,nan
23.1,31.2,17.3,54.0,6.6,2.8,5.4,145.77777777777777,nan
24.8,29.9,18.0,44.0,6.9,1.3,3.5,90.33333333333331,nan
26.2,32.5,19.6,50.0,6.9,1.9,3.5,135.83333333333334,nan
26.9,33.2,20.2,50.0,7.4,0.6,3.5,122.5,nan
26.4,33.4,22.3,59.0,5.5,3.0,5.4,69.66666666666667,nan
24.9,33.5,20.5,58.0,6.3,2.4,5.4,79.83333333333333,nan
24.9,31.3,18.7,51.0,6.9,2.4,5.4,83.61111111111111,nan
24.6,30.7,18.9,55.0,6.9,2.8,5.4,36.35714285714285,nan
24.6,31.5,19.7,52.0,6.9,2.8,5.4,2.555555555555556,nan
25.3,31.7,19.6,49.0,6.3,3.1,5.4,2.095238095238096,nan
25.4,33.4,18.7,46.0,6.9,1.9,3.5,105.83333333333331,nan
25.7,33.2,18.8,43.0,6.3,1.5,5.4,117.58333333333331,nan
26.7,34.3,19.5,44.0,6.9,0.6,3.5,122.70833333333331,nan
27.8,35.4,22.7,57.0,6.3,2.4,5.4,111.95833333333331,nan
28.3,34.3,24.4,58.0,5.5,3.9,7.6,59.208333333333336,nan
26.2,34.4,22.4,66.0,6.3,2.2,3.5,80.56521739130434,nan
29.0,35.2,23.3,46.0,7.4,3.1,3.5,98.70833333333331,nan
28.8,35.4,23.5,41.0,6.9,0.4,3.5,123.70833333333331,nan
29.2,36.0,24.7,45.0,6.9,1.1,3.5,64.79166666666667,nan
27.8,35.8,22.8,40.0,6.9,3.0,5.4,52.333333333333336,nan
27.7,35.0,21.2,33.0,6.9,1.3,3.5,52.04166666666666,nan
27.8,35.1,20.7,33.0,6.9,2.8,5.4,128.33333333333334,nan
28.0,35.0,23.0,44.0,6.9,1.3,3.5,0.0,nan
28.3,34.8,23.2,43.0,7.7,0.4,3.5,46.41666666666666,nan
28.4,35.3,23.5,46.0,6.9,1.1,3.5,33.09090909090909,nan
28.6,35.5,23.8,46.0,6.9,2.2,5.4,36.42857142857143,nan
29.0,35.4,24.3,53.0,7.4,1.9,5.4,81.83333333333333,nan
28.7,36.3,23.1,60.0,6.9,1.3,3.5,105.33333333333331,nan
28.6,35.3,24.5,55.0,6.9,2.8,3.5,117.75,nan
30.4,37.2,25.1,50.0,6.9,2.8,7.6,84.5,nan
31.2,37.0,25.4,45.0,6.9,2.2,7.6,46.91666666666666,nan
30.7,37.4,25.8,49.0,7.7,3.0,5.4,104.625,nan
29.8,36.6,24.6,51.0,6.9,2.4,5.4,110.875,nan
30.4,36.8,24.8,49.0,6.9,2.8,5.4,147.28571428571428,nan
30.3,37.0,24.3,46.0,6.9,3.1,7.6,0.0,nan
27.5,39.2,23.2,64.0,6.9,1.1,5.4,120.875,nan
29.0,37.1,22.8,48.0,7.7,1.5,5.4,127.86666666666666,nan
29.6,35.5,23.4,39.0,6.9,2.2,7.6,0.0,nan
30.5,36.6,24.4,41.0,6.9,1.3,3.5,94.75,nan
29.3,37.3,24.7,51.0,6.9,3.0,5.4,142.5,nan
29.8,36.6,24.5,47.0,7.7,2.2,3.5,133.375,nan
27.2,34.6,21.0,62.0,6.3,0.7,5.4,147.83333333333334,nan
25.6,33.7,21.4,72.0,6.3,3.1,9.4,158.29166666666666,nan
27.4,34.0,21.0,58.0,6.9,0.4,3.5,149.58333333333334,nan
28.3,34.6,22.3,57.0,6.9,0.2,1.9,101.5,nan
28.9,34.6,23.5,58.0,6.9,0.9,3.5,106.5,nan
24.6,28.9,20.0,78.0,6.9,3.9,5.4,101.95833333333331,nan
25.3,30.0,19.6,78.0,6.9,5.6,9.4,98.41666666666669,nan
26.1,32.2,20.9,70.0,6.6,5.0,7.6,94.375,nan
27.6,34.0,22.8,63.0,6.9,4.8,7.6,107.625,nan
27.9,33.2,22.2,63.0,6.9,3.7,7.6,110.41666666666669,nan
26.5,33.8,23.2,70.0,6.9,3.0,7.6,95.83333333333331,nan
25.3,31.2,22.2,76.0,6.9,3.9,7.6,72.25,nan
25.4,31.5,21.5,75.0,6.9,5.0,7.6,38.66666666666666,nan
24.4,33.3,21.0,82.0,6.9,3.9,5.4,45.375,nan
25.5,30.2,21.0,78.0,6.9,3.9,7.6,65.16666666666667,nan
25.7,31.4,21.6,79.0,6.9,3.5,5.4,66.08333333333333,nan
24.5,30.9,22.0,81.0,6.3,5.2,7.6,77.66666666666667,nan
24.6,30.4,21.4,77.0,7.7,5.2,7.6,70.25,nan
22.5,29.6,20.6,86.0,6.9,5.6,7.6,56.29166666666666,nan
23.6,27.7,20.1,75.0,6.9,5.6,11.1,77.0,nan
23.7,29.2,20.7,74.0,6.9,4.6,11.1,32.958333333333336,nan
23.7,28.2,20.8,78.0,6.9,4.1,7.6,80.625,nan
23.3,29.9,20.0,82.0,6.3,5.0,7.6,90.70833333333331,nan
22.7,28.5,20.4,82.0,6.9,4.6,7.6,97.29166666666669,nan
21.2,27.5,19.3,85.0,6.3,5.9,7.6,50.708333333333336,nan
23.3,26.5,19.7,78.0,6.9,5.6,7.6,40.375,nan
22.5,28.2,20.8,84.0,6.9,5.7,7.6,49.41666666666666,nan
23.2,27.6,20.2,80.0,6.3,8.3,11.1,64.56521739130434,nan
23.8,28.2,19.9,76.0,6.9,8.1,11.1,0.0,nan
23.6,28.8,20.2,78.0,6.3,9.1,11.1,54.76923076923077,nan
23.6,26.7,20.3,78.0,6.3,8.7,11.1,51.26086956521739,nan
22.7,27.4,20.6,85.0,5.5,8.1,11.1,43.66666666666666,nan
22.1,26.4,20.1,83.0,5.5,9.1,14.8,29.83333333333333,nan
23.8,28.1,20.1,71.0,7.4,10.9,18.3,35.208333333333336,nan
25.0,29.5,19.7,70.0,6.9,6.1,11.1,37.625,nan
24.8,30.7,21.5,73.0,6.9,4.8,7.6,41.458333333333336,nan
22.9,28.3,20.0,77.0,6.3,4.1,7.6,38.583333333333336,nan
22.6,28.4,20.1,81.0,6.3,5.0,7.6,36.0,nan
21.9,27.7,19.6,82.0,7.7,5.7,11.1,70.58333333333333,nan
23.9,29.0,20.4,81.0,6.9,4.6,9.4,33.166666666666664,nan
23.3,30.3,20.1,84.0,6.3,3.1,5.4,38.25,nan
24.1,29.1,20.7,82.0,6.3,3.3,7.6,26.58333333333333,nan
22.4,26.0,19.4,82.0,6.9,6.1,7.6,15.416666666666666,nan
22.2,27.0,19.8,78.0,6.3,7.4,11.1,41.375,nan
22.9,27.2,19.3,71.0,8.5,8.3,11.1,25.541666666666668,nan
22.1,27.6,19.1,76.0,6.9,9.8,14.8,28.375,nan
23.3,28.3,20.0,75.0,6.9,7.0,9.4,50.333333333333336,nan
23.5,28.2,20.0,76.0,6.9,8.0,11.1,35.375,nan
23.8,27.8,20.5,73.0,7.7,6.7,11.1,31.916666666666668,nan
24.0,29.0,20.6,77.0,6.3,5.9,11.1,35.291666666666664,nan
22.9,28.2,20.0,77.0,6.9,4.1,5.4,26.83333333333333,nan
23.5,28.8,19.5,74.0,7.7,5.9,9.4,21.125,nan
23.9,29.0,20.3,71.0,6.9,6.7,9.4,35.708333333333336,nan
24.4,30.2,20.4,71.0,6.9,5.0,9.4,43.583333333333336,nan
24.3,30.1,20.4,74.0,6.9,4.1,5.4,46.04166666666666,nan
23.1,29.3,21.0,77.0,6.3,4.1,7.6,82.875,nan
23.8,28.2,19.9,76.0,5.5,6.9,11.1,64.91666666666667,nan
23.3,28.7,21.2,79.0,6.9,5.0,7.6,30.666666666666668,nan
22.4,27.2,20.4,87.0,5.5,5.4,7.6,34.416666666666664,nan
23.2,26.6,20.0,82.0,7.4,5.0,7.6,33.166666666666664,nan
22.6,26.7,20.6,82.0,6.3,5.2,7.6,30.625,nan
23.7,27.2,20.4,75.0,6.9,6.1,11.1,30.33333333333333,nan
23.1,27.2,18.8,69.0,7.7,4.3,5.4,0.0,nan
23.9,28.6,19.3,67.0,6.9,5.0,7.6,0.0,nan
24.3,29.4,20.4,69.0,6.3,4.1,7.6,0.0,nan
23.6,26.5,20.5,75.0,6.3,5.2,7.6,92.25,nan
23.8,27.8,20.4,76.0,6.9,4.6,5.4,83.45833333333333,nan
22.9,28.6,20.5,79.0,6.3,5.6,9.4,71.66666666666667,nan
24.4,29.0,19.8,68.0,6.9,6.3,11.1,69.70833333333333,nan
23.2,30.6,19.7,71.0,6.9,6.7,9.4,62.375,nan
22.7,27.4,20.2,76.0,6.9,7.4,11.1,24.875,nan
22.6,25.8,19.8,79.0,5.5,5.0,9.4,43.958333333333336,nan
24.1,28.0,20.5,76.0,6.9,5.0,7.6,41.5,nan
24.3,28.6,20.9,75.0,7.4,6.9,11.1,38.79166666666666,nan
23.2,29.7,19.6,72.0,6.3,4.6,7.6,31.65217391304348,nan
23.6,29.5,18.8,68.0,6.3,3.7,7.6,26.666666666666668,nan
25.3,30.7,20.3,64.0,5.5,3.5,5.4,29.0,nan
24.6,31.6,19.7,60.0,6.3,3.0,5.4,61.708333333333336,nan
24.6,30.6,19.8,65.0,6.3,5.2,7.6,63.17391304347826,nan
23.9,31.3,19.6,70.0,6.3,5.0,5.4,41.583333333333336,nan
23.6,29.3,20.1,72.0,5.3,1.5,3.5,80.04166666666667,nan
24.8,29.0,21.0,59.0,6.9,1.3,3.5,82.83333333333333,nan
23.9,30.6,19.4,54.0,6.9,1.9,3.5,95.25,nan
25.0,31.2,18.7,48.0,6.9,0.9,3.5,126.16666666666669,nan
24.6,31.1,19.1,50.0,6.9,1.5,3.5,136.70833333333334,nan
24.9,31.2,19.1,50.0,6.3,2.8,3.5,160.66666666666666,nan
24.8,31.3,19.8,49.0,6.3,0.9,3.5,245.66666666666663,nan
24.2,31.0,18.4,52.0,6.9,0.7,5.4,261.6666666666667,nan
25.2,30.8,19.4,45.0,7.4,1.1,3.5,272.4166666666667,nan
24.5,30.7,20.1,68.0,6.3,4.1,5.4,149.625,nan
23.7,30.6,20.8,72.0,5.5,2.2,7.6,99.70833333333331,nan
24.1,29.1,20.1,66.0,6.3,2.2,3.5,217.375,nan
25.2,30.0,20.9,61.0,6.9,2.6,7.6,337.5,nan
24.0,31.5,18.7,49.0,6.9,2.2,3.5,321.5416666666667,nan
23.4,30.6,18.8,48.0,6.9,3.0,7.6,278.0,nan
22.5,30.3,17.7,49.0,6.9,2.8,7.6,192.33333333333331,nan
24.1,30.9,20.4,68.0,5.5,4.3,5.4,214.63636363636363,nan
24.6,30.1,20.3,61.0,6.9,2.6,7.6,221.54166666666663,nan
24.3,30.4,19.6,65.0,6.9,3.7,7.6,210.54166666666663,nan
23.3,29.7,18.4,57.0,6.9,3.1,5.4,130.70833333333334,nan
22.9,30.5,18.1,47.0,6.9,3.5,5.4,194.70833333333331,nan
22.9,31.0,16.6,40.0,7.7,2.8,3.5,250.875,nan
23.4,31.5,15.9,33.0,7.4,2.2,5.4,110.0,nan
22.6,31.5,15.0,39.0,6.9,0.9,3.5,160.0,nan
23.0,32.5,14.2,39.0,6.3,1.3,3.5,217.91666666666663,nan
21.6,30.0,17.6,58.0,6.9,3.0,3.5,118.91666666666669,nan
21.0,26.9,18.0,86.0,5.5,2.0,5.4,176.375,nan
21.1,26.9,18.9,88.0,6.3,4.1,5.4,185.95833333333331,nan
22.1,28.0,15.0,59.0,6.3,2.4,5.4,239.125,nan
22.8,29.0,18.4,61.0,6.6,1.9,5.4,365.2916666666667,nan
22.6,29.5,16.2,42.0,6.9,1.9,3.5,312.2083333333333,nan
18.9,25.0,17.7,97.0,4.0,4.3,5.4,121.33333333333331,nan
20.3,22.0,18.6,90.0,4.0,3.9,5.4,202.875,nan
21.8,26.5,17.9,70.0,6.3,3.7,7.6,260.1666666666667,nan
22.0,28.9,16.7,57.0,6.3,2.8,5.4,277.7083333333333,nan
21.8,29.4,15.6,67.0,6.9,3.5,5.4,284.1666666666667,nan
22.6,29.0,17.7,63.0,5.8,1.3,3.5,288.4166666666667,nan
20.6,30.5,14.7,62.0,6.0,2.2,3.5,166.91666666666666,nan
21.8,29.0,14.8,46.0,5.8,1.5,3.5,169.0,nan
21.5,30.4,14.9,42.0,6.0,3.0,5.4,186.04166666666663,nan
21.0,27.6,14.6,61.0,6.0,2.2,3.5,284.7958333333333,nan
21.6,27.7,17.0,59.0,6.8,2.0,3.5,239.69545454545457,nan
22.3,29.0,16.1,48.0,6.9,2.8,3.5,182.1875,nan
20.9,29.0,16.0,66.0,5.5,2.2,3.5,264.06428571428575,nan
20.9,27.8,16.0,62.0,6.3,3.0,5.4,223.20833333333331,nan
21.0,28.5,15.0,58.0,6.8,3.0,5.4,200.64583333333337,nan
21.2,28.0,16.9,66.0,5.5,2.2,3.5,285.225,nan
20.7,28.3,17.2,61.0,6.3,2.2,3.5,334.3411764705882,nan
20.7,27.2,15.5,61.0,6.3,3.3,5.4,276.90833333333336,nan
20.4,28.2,15.8,64.0,6.3,2.8,7.6,108.0,nan
21.7,27.6,15.3,64.0,6.3,3.5,5.4,107.625,nan
21.7,28.9,18.5,68.0,6.3,5.2,11.1,125.89166666666668,nan
22.6,30.3,16.7,52.0,6.3,3.1,5.4,181.01250000000005,nan
21.9,29.2,18.3,75.0,4.0,3.7,7.6,152.55416666666667,nan
22.1,26.0,19.7,79.0,6.3,3.5,5.4,152.32083333333335,nan
23.9,31.7,18.2,54.0,6.9,2.8,7.6,319.7375,nan
23.1,32.0,16.0,46.0,6.9,3.3,3.5,332.7083333333333,nan
23.5,31.5,16.4,40.0,7.7,3.1,3.5,279.6,nan
22.7,31.7,16.7,50.0,6.9,3.1,5.4,179.11666666666667,nan
23.9,30.9,16.1,36.0,6.9,3.1,5.4,54.79166666666666,nan
23.8,32.2,16.6,37.0,6.3,3.0,7.6,93.375,nan
23.4,32.0,15.8,35.0,6.9,3.1,5.4,103.0,nan
22.1,29.6,15.8,54.0,6.9,4.3,5.4,132.20833333333334,nan
22.6,28.8,17.4,61.0,6.3,3.5,5.4,127.70833333333331,nan
23.1,29.0,17.3,45.0,6.9,3.9,5.4,145.77777777777777,nan
23.7,31.2,16.8,42.0,6.9,1.5,5.4,90.33333333333331,nan
24.6,31.8,17.7,38.0,6.3,1.9,3.5,135.83333333333334,nan
25.9,33.4,19.3,41.0,6.3,2.4,5.4,122.5,nan
26.7,35.5,19.0,31.0,5.5,1.9,3.5,69.66666666666667,nan
25.8,34.9,20.0,41.0,6.9,3.3,5.4,79.83333333333333,nan
24.3,33.3,19.1,36.0,6.9,4.3,9.4,83.61111111111111,nan
24.2,32.5,16.9,29.0,6.9,3.3,7.6,36.35714285714285,nan
24.4,32.0,15.7,33.0,6.9,3.9,5.4,2.555555555555556,nan
25.8,32.0,18.2,43.0,6.9,3.0,5.4,2.095238095238096,nan
26.2,33.1,21.5,60.0,6.9,3.0,5.4,105.83333333333331,nan
25.6,33.8,21.1,62.0,6.9,0.4,3.5,117.58333333333331,nan
26.7,32.5,21.2,54.0,6.9,2.8,5.4,122.70833333333331,nan
26.6,34.3,22.2,57.0,6.9,3.3,3.5,111.95833333333331,nan
25.2,34.0,22.0,67.0,6.9,3.1,5.4,59.208333333333336,nan
25.3,30.4,20.8,57.0,6.9,3.9,7.6,80.56521739130434,nan
28.0,35.0,22.4,45.0,6.9,3.1,5.4,98.70833333333331,nan
28.0,36.0,23.2,48.0,6.9,3.0,5.4,123.70833333333331,nan
27.4,34.8,22.4,49.0,6.9,2.4,3.5,64.79166666666667,nan
28.1,35.6,20.6,25.0,6.9,1.9,3.5,52.333333333333336,nan
28.6,37.2,21.6,28.0,6.9,2.8,5.4,52.04166666666666,nan
28.3,36.1,21.2,28.0,6.9,2.4,5.4,128.33333333333334,nan
29.2,35.4,22.1,30.0,6.9,2.8,5.4,0.0,nan
28.6,35.8,22.5,34.0,6.9,2.8,5.4,46.41666666666666,nan
28.9,36.3,21.9,40.0,6.9,3.1,3.5,33.09090909090909,nan
29.4,35.6,23.5,39.0,6.9,3.9,5.4,36.42857142857143,nan
28.6,35.5,22.5,49.0,6.9,3.0,5.4,81.83333333333333,nan
30.1,36.0,24.5,39.0,6.9,3.5,5.4,105.33333333333331,nan
29.4,36.5,24.4,43.0,8.5,3.5,3.5,117.75,nan
29.3,37.0,24.0,31.0,6.9,1.9,3.5,84.5,nan
28.8,36.5,23.2,36.0,6.9,4.1,7.6,46.91666666666666,nan
29.0,35.6,22.6,38.0,6.9,3.9,5.4,104.625,nan
28.9,35.6,23.5,53.0,6.9,4.1,5.4,110.875,nan
26.6,35.7,23.0,65.0,6.9,4.3,7.6,147.28571428571428,nan
26.9,35.2,21.7,60.0,6.3,4.4,5.4,0.0,nan
27.5,37.0,22.6,53.0,6.9,4.8,7.6,120.875,nan
28.7,37.0,22.5,47.0,6.9,1.3,3.5,127.86666666666666,nan
29.1,35.6,24.0,48.0,6.9,3.0,5.4,0.0,nan
26.8,35.6,20.5,48.0,6.9,3.9,9.4,94.75,nan
27.6,35.1,22.3,49.0,6.9,3.3,7.6,142.5,nan
28.2,34.2,23.3,51.0,6.9,2.8,3.5,133.375,nan
27.3,36.6,21.0,55.0,6.3,3.1,7.6,147.83333333333334,nan
26.9,37.0,20.8,59.0,6.9,2.8,3.5,158.29166666666666,nan
26.0,33.2,22.5,67.0,6.9,3.1,7.6,149.58333333333334,nan
28.1,33.0,23.7,60.0,6.9,2.0,5.4,101.5,nan
27.1,33.8,22.5,63.0,6.9,5.0,7.6,106.5,nan
27.1,35.0,21.8,58.0,6.3,6.9,18.3,128.125,nan
26.2,35.5,19.4,67.0,6.9,4.3,7.6,101.95833333333331,nan
26.8,33.7,20.2,61.0,6.9,4.8,9.4,98.41666666666669,nan
26.1,35.1,19.9,70.0,6.9,4.6,7.6,94.375,nan
27.6,34.0,21.9,67.0,8.5,4.3,7.6,107.625,nan
26.2,33.3,21.0,75.0,6.9,6.1,9.4,110.41666666666669,nan
23.1,33.1,20.0,84.0,6.3,5.0,7.6,95.83333333333331,nan
24.9,31.2,20.8,74.0,6.9,6.3,9.4,72.25,nan
26.1,31.5,20.8,69.0,6.9,4.4,5.4,38.66666666666666,nan
26.4,32.1,21.8,70.0,6.9,6.3,9.4,45.375,nan
25.7,32.4,22.0,70.0,6.9,6.3,7.6,65.16666666666667,nan
23.9,31.2,22.0,71.0,6.9,7.4,9.4,66.08333333333333,nan
25.0,29.6,21.5,67.0,6.9,7.4,9.4,77.66666666666667,nan
23.4,29.6,21.1,77.0,6.9,8.1,14.8,70.25,nan
24.2,27.5,20.7,78.0,6.9,7.2,9.4,56.29166666666666,nan
25.8,29.7,22.0,66.0,6.9,7.4,11.1,77.0,nan
25.1,31.2,21.5,67.0,6.9,7.0,9.4,32.958333333333336,nan
23.4,29.0,20.0,76.0,6.9,5.2,9.4,80.625,nan
24.2,28.0,21.0,83.0,6.9,5.7,7.6,90.70833333333331,nan
24.6,29.0,20.8,75.0,6.9,7.8,9.4,97.29166666666669,nan
23.8,29.4,20.6,77.0,6.9,8.9,14.8,50.708333333333336,nan
24.2,29.0,20.4,71.0,7.4,11.9,18.3,40.375,nan
