T,TM,Tm,H,VV,V,VM,PM2.5,nan
23.6,29.5,20.4,73.0,7.4,10.9,14.8,49.41666666666666,nan
24.6,29.0,19.3,69.0,6.9,8.0,11.1,64.56521739130434,nan
25.2,29.7,20.5,66.0,6.9,7.2,11.1,0.0,nan
23.8,29.9,20.9,76.0,6.9,7.6,14.8,54.76923076923077,nan
23.2,29.3,20.5,79.0,6.9,3.9,5.4,51.26086956521739,nan
23.2,27.4,20.4,78.0,6.9,4.4,7.6,43.66666666666666,nan
24.4,28.2,20.2,68.0,6.9,5.0,9.4,29.83333333333333,nan
22.9,28.5,20.0,75.0,7.4,7.6,51.9,35.208333333333336,nan
22.9,27.0,20.0,73.0,6.9,9.4,14.8,37.625,nan
22.2,27.2,20.2,80.0,6.9,11.1,14.8,41.458333333333336,nan
22.2,26.6,20.6,87.0,6.9,10.2,14.8,38.583333333333336,nan
23.5,26.7,20.6,66.0,6.9,9.1,11.1,36.0,nan
23.8,28.7,19.7,74.0,6.9,8.1,11.1,70.58333333333333,nan
25.2,30.3,20.5,65.0,6.9,7.2,9.4,33.166666666666664,nan
25.4,30.5,20.5,64.0,6.9,9.1,14.8,38.25,nan
24.4,30.2,20.5,71.0,6.9,8.3,14.8,26.58333333333333,nan
24.9,30.7,22.0,75.0,5.8,3.0,7.6,15.416666666666666,nan
25.2,30.5,21.4,67.0,6.9,4.8,11.1,41.375,nan
25.0,31.5,21.6,69.0,6.9,5.7,9.4,25.541666666666668,nan
24.3,31.2,20.3,72.0,6.9,8.9,14.8,28.375,nan
25.7,30.2,21.2,65.0,6.3,7.2,11.1,50.333333333333336,nan
25.8,31.2,22.0,66.0,6.9,5.0,14.8,35.375,nan
23.8,31.3,21.5,79.0,6.9,5.6,11.1,31.916666666666668,nan
23.3,27.6,21.2,75.0,6.3,2.8,5.4,35.291666666666664,nan
24.8,27.6,21.6,67.0,6.9,1.9,5.4,26.83333333333333,nan
22.3,28.3,19.2,84.0,6.9,2.2,7.6,21.125,nan
22.6,28.9,20.3,84.0,6.3,6.7,14.8,35.708333333333336,nan
22.3,28.6,20.3,86.0,6.9,8.1,11.1,43.583333333333336,nan
23.6,27.0,20.3,78.0,6.9,7.0,9.4,46.04166666666666,nan
22.8,26.8,20.5,86.0,4.8,6.3,9.4,82.875,nan
23.8,28.0,20.8,77.0,6.9,9.1,11.1,64.91666666666667,nan
22.3,28.5,21.0,89.0,4.8,7.6,14.8,30.666666666666668,nan
24.9,29.0,20.5,73.0,6.4,4.8,9.4,34.416666666666664,nan
23.7,30.6,19.8,84.0,6.3,4.1,7.6,33.166666666666664,nan
22.6,27.8,20.8,92.0,4.8,1.9,5.4,30.625,nan
23.2,27.3,19.9,87.0,5.5,3.7,7.6,30.33333333333333,nan
24.1,28.5,21.3,83.0,6.3,1.9,3.5,0.0,nan
23.9,30.0,20.5,82.0,6.3,2.0,11.1,0.0,nan
23.6,28.2,20.0,82.0,6.8,2.0,5.4,0.0,nan
25.3,31.0,22.2,72.0,6.9,4.6,7.6,92.25,nan
24.8,30.6,21.0,75.0,6.9,5.9,11.1,83.45833333333333,nan
23.7,31.1,21.0,78.0,6.9,6.3,7.6,71.66666666666667,nan
23.1,27.2,20.4,75.0,6.3,11.7,14.8,69.70833333333333,nan
23.2,27.7,19.4,68.0,6.9,10.9,18.3,62.375,nan
22.8,28.5,19.3,80.0,6.3,10.0,14.8,24.875,nan
22.8,29.0,19.4,81.0,6.3,3.3,5.4,43.958333333333336,nan
23.8,27.2,20.6,78.0,6.9,3.9,9.4,41.5,nan
21.9,28.1,20.0,91.0,5.5,4.1,7.6,38.79166666666666,nan
23.1,27.4,20.7,85.0,6.3,4.3,7.6,31.65217391304348,nan
23.3,28.4,19.4,82.0,6.3,3.1,5.4,26.666666666666668,nan
24.9,28.0,20.6,74.0,6.9,4.3,7.6,29.0,nan
23.7,29.0,21.2,84.0,5.5,1.1,5.4,61.708333333333336,nan
24.6,28.8,21.3,80.0,6.9,3.0,7.6,63.17391304347826,nan
24.8,29.0,21.5,80.0,6.6,3.1,37.0,41.583333333333336,nan
22.9,27.5,20.5,87.0,5.3,2.4,5.4,80.04166666666667,nan
22.1,27.6,19.8,93.0,3.7,1.9,9.4,82.83333333333333,nan
22.3,25.6,19.6,85.0,5.3,6.5,7.6,95.25,nan
23.7,29.0,20.1,67.0,6.0,1.3,3.5,126.16666666666669,nan
24.4,29.8,20.4,67.0,6.3,3.1,7.6,136.70833333333334,nan
24.8,30.6,20.4,66.0,6.3,3.1,7.6,160.66666666666666,nan
25.2,31.3,20.8,64.0,6.3,2.4,5.4,245.66666666666663,nan
23.7,29.6,21.0,68.0,7.7,2.4,5.4,261.6666666666667,nan
23.9,28.8,20.2,68.0,6.9,2.0,5.4,272.4166666666667,nan
22.2,26.7,19.4,71.0,6.9,5.6,7.6,149.625,nan
21.7,25.0,19.9,78.0,6.9,5.0,7.6,99.70833333333331,nan
22.9,26.6,18.8,66.0,6.9,3.7,7.6,217.375,nan
23.2,27.8,19.3,66.0,6.9,3.1,7.6,337.5,nan
21.5,25.6,19.2,87.0,6.9,3.0,5.4,321.5416666666667,nan
22.0,26.0,18.3,80.0,6.9,2.2,7.6,278.0,nan
22.5,27.2,18.6,64.0,6.3,3.9,5.4,192.33333333333331,nan
23.6,28.2,19.3,65.0,6.3,4.1,7.6,224.16666666666663,nan
23.5,29.1,19.4,74.0,6.9,0.9,5.4,214.63636363636363,nan
24.4,28.7,21.0,74.0,6.3,2.0,7.6,221.54166666666663,nan
24.1,30.0,20.5,71.0,6.3,2.8,5.4,166.70833333333334,nan
24.2,29.0,20.7,70.0,6.3,3.5,5.4,130.70833333333334,nan
23.8,29.6,20.2,70.0,6.3,3.9,5.4,194.70833333333331,nan
22.7,30.0,18.6,65.0,5.8,5.0,7.6,134.45833333333334,nan
22.2,28.0,17.4,76.0,6.0,4.1,5.4,110.0,nan
22.4,26.8,19.2,78.0,6.0,5.0,11.1,160.0,nan
19.8,24.7,19.0,95.0,4.0,7.0,9.4,118.91666666666669,nan
19.8,21.6,18.2,88.0,4.8,7.0,9.4,176.375,nan
20.8,23.6,18.3,82.0,6.9,4.6,9.4,185.95833333333331,nan
22.8,29.2,18.5,63.0,6.3,3.1,7.6,239.125,nan
22.6,29.7,15.9,47.0,6.3,0.7,5.4,365.2916666666667,nan
22.7,28.1,19.6,72.0,4.2,1.1,5.4,121.33333333333331,nan
22.6,28.5,18.4,63.0,6.0,4.6,9.4,202.875,nan
22.2,29.3,17.1,66.0,6.0,5.7,7.6,260.1666666666667,nan
21.0,26.0,15.3,63.0,6.3,6.7,9.4,277.7083333333333,nan
22.1,28.0,17.2,58.0,6.3,3.1,5.4,284.1666666666667,nan
22.0,28.8,16.0,56.0,6.3,4.3,7.6,288.4166666666667,nan
20.4,28.5,16.6,72.0,6.0,0.9,3.5,166.91666666666666,nan
21.6,28.0,16.2,57.0,6.3,4.8,7.6,169.0,nan
20.6,29.2,15.5,57.0,5.8,4.6,5.4,186.04166666666663,nan
22.2,28.4,16.6,53.0,7.7,0.9,5.4,255.875,nan
22.2,29.0,18.4,62.0,6.0,3.9,5.4,239.1304347826087,nan
20.4,27.2,15.2,52.0,6.3,4.1,7.6,298.4583333333333,nan
20.1,27.2,14.8,50.0,6.9,6.5,7.6,264.9166666666667,nan
21.2,26.6,15.5,59.0,6.3,6.7,9.4,422.0869565217391,nan
23.4,30.6,17.6,48.0,6.3,4.1,5.4,323.1428571428572,nan
23.3,31.0,16.3,42.0,5.8,2.8,11.1,263.6,nan
22.4,30.7,16.3,49.0,6.3,3.3,7.6,376.9166666666667,nan
20.7,28.7,14.3,48.0,6.9,7.2,9.4,0.0,nan
20.4,28.0,14.2,45.0,6.3,4.6,7.6,0.0,nan
20.9,28.5,14.3,46.0,6.3,4.1,7.6,97.71428571428572,nan
22.7,29.1,17.1,48.0,6.3,2.0,5.4,202.91666666666663,nan
21.9,29.8,16.2,44.0,6.3,2.6,7.6,205.125,nan
21.3,29.0,16.0,53.0,6.9,4.4,11.1,214.125,nan
21.4,29.2,15.0,42.0,6.9,5.2,9.4,315.7916666666667,nan
21.9,29.6,13.2,26.0,6.9,3.1,7.6,322.25,nan
22.6,30.4,15.9,30.0,8.5,5.4,9.4,246.04166666666663,nan
21.7,30.1,15.8,32.0,6.9,6.3,11.1,209.65217391304347,nan
23.3,32.3,20.2,67.0,6.3,3.0,5.4,103.82608695652172,nan
23.3,30.0,19.2,54.0,6.9,2.4,5.4,143.91666666666666,nan
24.4,30.2,19.7,61.0,6.9,1.5,5.4,104.6086956521739,nan
23.5,30.2,18.5,49.0,6.3,5.0,11.1,165.0,nan
23.3,29.9,17.9,58.0,6.9,5.6,7.6,116.45833333333331,nan
23.4,30.7,17.4,60.0,6.3,5.7,7.6,143.0,nan
24.3,32.1,16.8,34.0,6.3,5.0,9.4,231.125,nan
22.8,32.2,17.4,39.0,6.9,7.4,18.3,276.2105263157895,nan
24.2,31.5,17.5,31.0,6.9,5.4,11.1,211.0,nan
24.7,31.2,17.3,34.0,7.4,6.9,11.1,139.22222222222223,nan
25.0,32.0,17.8,34.0,6.9,3.9,5.4,204.54545454545453,nan
25.2,32.7,18.2,28.0,6.9,5.9,11.1,130.16666666666666,nan
25.2,33.2,18.2,26.0,6.9,5.2,7.6,123.125,nan
25.5,32.5,18.3,25.0,6.9,4.8,7.6,120.91666666666669,nan
25.7,33.2,17.5,21.0,6.9,2.4,5.4,153.625,nan
25.5,34.6,16.5,29.0,7.7,7.0,11.1,130.33333333333334,nan
25.4,33.5,18.5,25.0,6.9,5.7,9.4,110.70833333333331,nan
26.2,33.3,17.8,27.0,6.9,5.9,7.6,138.5,nan
25.8,32.5,20.1,57.0,6.9,4.1,7.6,75.75,nan
26.5,31.6,22.4,50.0,6.9,4.8,11.1,146.54166666666666,nan
25.8,32.1,21.6,60.0,6.9,4.6,11.1,174.9375,nan
25.6,31.0,19.6,39.0,7.4,2.8,48.2,80.04166666666667,nan
26.7,33.8,19.5,37.0,6.9,2.4,5.4,100.04166666666669,nan
27.4,33.7,21.4,44.0,6.9,2.2,3.5,109.45833333333331,nan
27.3,33.4,21.7,43.0,7.7,3.9,7.6,110.16666666666669,nan
27.1,34.1,20.8,34.0,6.9,3.3,7.6,108.20833333333331,nan
27.4,34.4,21.5,42.0,6.9,3.3,5.4,103.83333333333331,nan
25.9,34.8,21.1,60.0,6.3,4.1,9.4,74.29166666666667,nan
27.6,33.2,21.2,54.0,6.9,2.0,7.6,101.79166666666669,nan
24.7,33.5,20.6,72.0,6.9,2.2,5.4,106.16666666666669,nan
26.1,33.1,19.8,55.0,7.4,0.7,3.5,89.875,nan
26.7,33.5,21.6,51.0,8.5,3.1,5.4,48.208333333333336,nan
26.4,32.6,21.0,47.0,6.9,5.0,7.6,47.04166666666666,nan
26.2,32.7,21.0,49.0,6.9,5.2,7.6,67.79166666666667,nan
27.6,33.5,21.7,51.0,6.9,5.9,11.1,56.66666666666666,nan
28.3,34.0,23.1,50.0,6.9,5.2,7.6,79.0,nan
28.2,34.6,23.9,52.0,7.7,3.9,7.6,123.58333333333331,nan
27.9,34.8,23.9,63.0,6.9,2.0,7.6,80.29166666666667,nan
25.5,34.0,22.8,63.0,6.9,1.1,5.4,137.875,nan
28.2,34.8,22.2,51.0,7.4,1.1,3.5,87.875,nan
26.6,34.0,22.2,63.0,6.9,3.1,7.6,121.20833333333331,nan
27.2,34.4,22.8,62.0,6.9,4.1,5.4,97.04166666666669,nan
28.3,34.7,22.0,51.0,9.2,2.8,9.4,96.08695652173913,nan
26.9,35.2,21.4,64.0,6.3,5.0,11.1,130.625,nan
26.5,33.0,23.3,73.0,7.7,4.8,9.4,90.5,nan
25.9,34.0,20.0,72.0,6.9,3.0,9.4,55.41666666666666,nan
27.8,33.5,23.4,57.0,6.9,3.9,7.6,108.33333333333331,nan
25.9,33.5,22.8,70.0,6.9,3.7,9.4,198.875,nan
27.2,32.8,21.8,59.0,6.9,4.1,9.4,120.70833333333331,nan
24.9,32.0,21.5,74.0,7.4,1.1,37.0,60.54166666666666,nan
23.8,32.0,21.0,78.0,6.9,1.9,5.4,79.0,nan
24.8,31.4,20.6,63.0,6.3,0.9,3.5,133.70833333333334,nan
25.9,31.2,21.4,66.0,6.9,6.1,11.1,53.25,nan
25.2,32.4,20.5,65.0,6.9,2.6,9.4,65.16666666666667,nan
24.1,32.4,21.5,77.0,6.3,3.1,11.1,83.58333333333333,nan
23.5,32.0,21.4,89.0,6.3,4.1,7.6,40.66666666666666,nan
25.0,29.8,21.1,78.0,5.5,2.4,5.4,48.125,nan
26.0,30.8,22.2,71.0,6.9,2.2,5.4,103.16666666666669,nan
25.6,29.7,20.9,77.0,7.7,6.7,9.4,143.375,nan
24.4,30.3,21.8,83.0,6.6,3.5,5.4,44.79166666666666,nan
23.8,31.0,20.9,81.0,5.5,3.9,7.6,75.08695652173913,nan
23.7,29.8,20.8,83.0,6.9,6.5,7.6,60.0,nan
23.9,30.1,21.7,79.0,6.9,12.0,14.8,101.0,nan
23.3,29.0,21.2,83.0,6.3,11.9,16.5,76.20833333333333,nan
22.0,25.8,20.7,86.0,6.6,12.8,14.8,88.0,nan
24.1,28.3,20.8,77.0,6.3,11.3,14.8,48.833333333333336,nan
23.2,27.9,21.0,84.0,6.3,7.8,11.1,85.94444444444444,nan
23.8,29.6,20.5,77.0,6.9,6.5,9.4,113.70588235294116,nan
23.8,28.9,20.1,74.0,6.9,12.8,14.8,74.76190476190476,nan
23.4,29.1,20.7,78.0,6.9,12.6,14.8,62.47619047619048,nan
23.5,28.0,20.9,79.0,6.9,9.1,11.1,78.54166666666667,nan
23.5,27.8,20.1,77.0,6.9,8.3,11.1,49.125,nan
23.1,28.1,20.2,75.0,6.9,11.9,16.5,83.21052631578948,nan
21.9,28.0,20.1,86.0,6.9,10.0,14.8,79.0,nan
24.2,29.5,20.6,75.0,6.9,9.4,14.8,233.26315789473685,nan
24.8,29.4,20.9,68.0,6.9,10.9,14.8,143.1578947368421,nan
24.4,30.2,20.7,68.0,6.9,8.1,11.1,233.9333333333333,nan
22.9,26.3,20.5,82.0,6.9,11.3,16.5,117.17391304347828,nan
22.4,26.4,20.3,86.0,8.0,6.7,9.4,66.13636363636364,nan
22.8,26.4,20.7,85.0,6.9,8.7,14.8,71.0,nan
22.2,27.4,20.5,86.0,7.7,10.9,14.8,283.2307692307692,nan
22.4,26.5,20.3,86.0,6.9,8.5,11.1,269.9166666666667,nan
23.6,27.2,20.4,74.0,6.9,10.0,13.0,162.25,nan
23.0,28.6,21.0,79.0,6.9,14.8,25.9,104.5,nan
23.0,27.0,20.4,77.0,6.9,14.6,22.2,226.41176470588235,nan
22.7,26.9,20.3,83.0,8.5,14.8,18.3,159.0,nan
23.3,28.2,20.2,82.0,6.9,9.1,14.8,31.45833333333333,nan
23.7,28.8,20.6,79.0,6.9,8.9,11.1,47.375,nan
23.3,27.3,20.5,76.0,6.9,10.9,16.5,38.16666666666666,nan
23.1,28.3,20.3,81.0,6.9,10.0,22.2,35.958333333333336,nan
21.9,27.2,19.4,85.0,5.5,8.7,18.3,27.363636363636363,nan
23.6,28.0,18.7,77.0,6.9,9.6,22.2,45.833333333333336,nan
23.3,28.6,20.8,76.0,6.9,8.5,16.5,33.708333333333336,nan
21.9,27.7,19.7,84.0,7.4,11.1,14.8,26.416666666666668,nan
22.0,25.4,20.0,88.0,5.5,8.3,13.0,30.666666666666668,nan
23.4,27.6,20.2,76.0,6.3,9.8,18.3,29.95833333333333,nan
21.7,24.6,19.4,85.0,7.4,10.2,18.3,23.875,nan
21.9,25.0,19.6,88.0,5.5,10.0,22.2,22.33333333333333,nan
22.2,25.7,20.1,87.0,5.5,7.6,11.1,25.08333333333333,nan
23.3,27.4,20.7,77.0,6.3,13.1,18.3,66.79166666666667,nan
22.8,27.3,20.2,78.0,6.9,11.7,18.3,64.875,nan
23.3,27.4,19.7,72.0,6.9,10.6,18.3,47.583333333333336,nan
23.7,27.8,19.8,75.0,6.9,8.3,11.1,42.31578947368421,nan
22.4,28.5,20.0,83.0,6.3,6.3,14.8,43.04166666666666,nan
21.9,28.3,19.5,86.0,6.3,6.7,11.1,38.41666666666666,nan
23.3,28.8,20.3,78.0,7.4,6.9,11.1,49.29166666666666,nan
23.7,28.3,20.0,73.0,6.9,6.5,11.1,19.541666666666668,nan
23.8,28.2,20.3,71.0,6.6,7.8,9.4,22.83333333333333,nan
24.7,29.3,19.7,61.0,6.9,6.5,9.4,25.347826086956523,nan
24.4,29.2,20.3,63.0,6.9,8.7,14.8,74.66666666666667,nan
24.3,29.1,20.1,66.0,6.9,7.8,14.8,41.875,nan
25.7,30.0,20.5,59.0,6.9,5.4,9.4,50.583333333333336,nan
25.0,31.6,22.3,72.0,6.9,1.9,3.5,58.125,nan
24.8,30.3,20.4,69.0,6.3,1.5,5.4,57.29166666666666,nan
23.9,31.7,20.1,77.0,6.6,2.0,5.4,38.25,nan
22.7,29.1,19.5,81.0,6.3,5.0,9.4,56.91666666666666,nan
23.5,28.4,20.0,71.0,6.3,5.7,9.4,54.625,nan
23.9,28.2,18.4,64.0,6.9,4.8,7.6,42.875,nan
23.7,30.3,19.9,79.0,5.5,0.4,3.5,43.333333333333336,nan
25.1,29.2,21.3,72.0,6.9,3.5,5.4,41.875,nan
25.3,29.9,21.4,69.0,6.9,3.7,7.6,44.41666666666666,nan
25.5,30.9,21.6,73.0,6.9,5.2,7.6,62.9375,nan
24.9,30.3,21.3,71.0,6.9,4.6,5.4,0.0,nan
24.1,30.4,21.6,75.0,6.9,5.0,7.6,0.0,nan
24.2,28.2,20.2,70.0,6.9,3.3,5.4,91.5,nan
24.1,29.5,20.8,72.0,6.3,3.1,3.5,70.70833333333333,nan
24.3,29.5,20.6,65.0,6.3,1.5,5.4,51.79166666666666,nan
25.0,31.5,20.4,67.0,6.3,2.4,5.4,0.0,nan
24.0,30.3,21.0,75.0,6.9,3.1,3.5,21.384615384615383,nan
23.4,29.8,20.1,82.0,6.9,0.4,3.5,13.0,nan
24.4,28.7,20.2,71.0,7.4,3.1,3.5,156.25,nan
23.8,29.3,19.7,58.0,6.9,3.1,3.5,178.28571428571428,nan
23.7,29.0,19.7,60.0,6.3,5.0,7.6,158.3913043478261,nan
23.9,30.2,18.2,58.0,5.5,5.0,9.4,252.625,nan
23.8,29.3,18.7,58.0,6.6,4.6,7.6,119.41666666666669,nan
23.4,29.5,18.2,51.0,6.9,3.7,7.6,126.0,nan
24.8,30.1,19.7,64.0,6.3,4.6,11.1,232.33333333333331,nan
24.3,30.4,20.0,65.0,6.3,3.9,5.4,215.54166666666663,nan
22.9,30.3,19.8,78.0,6.6,5.2,5.4,239.41666666666663,nan
22.8,27.7,20.4,81.0,5.5,8.1,14.8,196.54166666666663,nan
23.3,30.0,18.0,48.0,6.9,3.9,7.6,232.54166666666663,nan
22.2,29.6,16.0,60.0,6.9,3.0,5.4,185.5,nan
23.4,29.2,17.5,58.0,6.3,5.0,7.6,282.1666666666667,nan
22.4,30.0,16.2,44.0,6.9,1.3,3.5,268.8695652173913,nan
23.0,30.5,14.8,44.0,6.9,0.9,3.5,166.875,nan
23.3,31.0,16.5,68.0,6.9,5.4,7.6,135.16666666666666,nan
22.6,27.6,19.2,70.0,4.8,3.1,5.4,135.58333333333334,nan
22.2,28.8,18.0,66.0,5.6,3.3,5.4,152.04166666666666,nan
20.8,29.0,16.3,64.0,5.0,5.0,9.4,212.125,nan
21.8,29.5,18.0,62.0,6.3,4.3,9.4,70.0625,nan
21.8,28.3,15.6,56.0,6.9,4.6,7.6,91.75,nan
21.7,28.8,18.2,67.0,6.9,3.3,7.6,104.2608695652174,nan
22.3,29.3,18.3,70.0,6.8,3.1,5.4,119.70833333333331,nan
22.5,28.2,17.7,72.0,6.8,4.8,7.6,110.875,nan
23.1,29.4,17.6,62.0,5.8,5.2,11.1,200.33333333333331,nan
22.3,29.9,18.7,70.0,6.0,3.0,9.4,203.58333333333331,nan
22.8,28.9,17.7,59.0,5.3,3.1,5.4,60.2,nan
21.8,28.9,17.7,59.0,6.3,7.0,9.4,97.85714285714286,nan
21.6,28.5,16.0,67.0,6.3,3.1,11.1,349.2916666666667,nan
22.2,27.7,17.7,63.0,6.9,2.8,7.6,188.04166666666663,nan
22.7,28.4,18.1,65.0,6.3,3.9,5.4,310.25,nan
23.4,29.1,18.4,62.0,6.0,5.7,9.4,258.1578947368421,nan
23.8,30.2,17.7,56.0,5.5,6.1,9.4,223.25,nan
24.0,31.4,19.0,63.0,6.3,5.4,7.6,248.95833333333331,nan
